# Fx1, Fy1, Fz1, ...
2.218250344741547978e-03,-9.508547473724924745e-03,1.315771073258743096e+00,4.839866164418039039e-03,-3.802338868229166585e-02,2.642996280414480204e+00,5.580315005862527232e-03,-6.965015417702617728e-02,2.665582875954179531e+00,6.278611094098006211e-03,-9.459667911599005385e-02,2.685391876903052921e+00,7.082236709237254429e-03,-1.134160359940093316e-01,2.699130610638449390e+00,8.122673561024546657e-03,-1.266873142257176343e-01,2.704077498779049904e+00,9.602268327043471038e-03,-1.349573359656481286e-01,2.695807382388320406e+00,1.191797999099318030e-02,-1.385465730323263422e-01,2.664600225187869764e+00,1.596068805469576593e-02,-1.368715087079912796e-01,2.583312614675593810e+00,2.362273234779196235e-02,-1.246733486046909534e-01,2.345427908098712155e+00,1.449148779723415451e-02,-1.141417684140709661e-02,1.088775762215918430e+00
-1.294142318231375575e-03,-1.006381188015273258e-02,1.376161383405668293e+00,-2.182265845274397424e-03,-3.982782230614814040e-02,2.760079890639131950e+00,-1.447121086811910956e-03,-7.273164874115067846e-02,2.774880093824027227e+00,-7.257959494175380763e-04,-9.852228628376112629e-02,2.788010905591877808e+00,1.764561472410450596e-04,-1.179340424897304396e-01,2.797734272122118337e+00,1.381065622171659575e-03,-1.316200998808728651e-01,2.800391165310227581e+00,3.082200212528442979e-03,-1.401478705976576811e-01,2.790494848364479363e+00,5.695990351015202749e-03,-1.438485627221435526e-01,2.757632347739311207e+00,1.020001934484447703e-02,-1.421501394372386706e-01,2.674214911240411663e+00,1.880236735384772928e-02,-1.297193780593253187e-01,2.432079020849458484e+00,1.239448614642111798e-02,-1.282696632237196460e-02,1.130527547682057543e+00
-5.990597191428650124e-03,-1.031552064422822622e-02,1.401684799117228764e+00,-1.141153839995732305e-02,-4.061496905578743100e-02,2.810003631089196485e+00,-1.038262366199849129e-02,-7.396400564231567221e-02,2.819614172411806674e+00,-9.461254292420189296e-03,-9.981591671539963295e-02,2.823686200739890850e+00,-8.413405963000468099e-03,-1.191043894216952531e-01,2.825293148583462699e+00,-7.018073444214012468e-03,-1.327236148823462969e-01,2.824114633136336927e+00,-5.045668933176670166e-03,-1.413186802436075251e-01,2.814280415728286577e+00,-2.075283286541731997e-03,-1.451642294677737421e-01,2.783409275413837758e+00,2.920259821526489767e-03,-1.436107045723101772e-01,2.702239721056205912e+00,1.243773911171810152e-02,-1.312500758940720880e-01,2.461252616800119419e+00,9.531396709675917997e-03,-1.225308154723723369e-02,1.145518997337964473e+00
-1.090314849849330359e-02,-1.085416683291384396e-02,1.462173681954108240e+00,-2.102815230389572937e-02,-4.247566978289363249e-02,2.930140735471544744e+00,-1.951319825645939435e-02,-7.720051065761336651e-02,2.936923420191064338e+00,-1.808477944571388468e-02,-1.038814741909688949e-01,2.934941843256919647e+00,-1.670044872534711192e-02,-1.234571167283838450e-01,2.926658375408776269e+00,-1.516579713471300113e-02,-1.369928715590826296e-01,2.914387230573038057e+00,-1.310944482716664902e-02,-1.454352273306783183e-01,2.896481552588979103e+00,-9.944463097306111693e-03,-1.492627475766805101e-01,2.862645920650270348e+00,-4.493208467389668906e-03,-1.478377371750365654e-01,2.782580478183145356e+00,6.100255633992395649e-03,-1.355376253166912237e-01,2.542305616603801166e+00,6.741976656822471631e-03,-1.204186749941535059e-02,1.186132410759095368e+00
-1.730289168572719111e-02,-1.158731610826450702e-02,1.538969178005731075e+00,-3.365325524484326369e-02,-4.481909563867313151e-02,3.079425959826637360e+00,-3.172670242396310319e-02,-8.109454374075987515e-02,3.075635987225408208e+00,-2.977342377022544270e-02,-1.086189129719582758e-01,3.061950888790983427e+00,-2.783766209327525817e-02,-1.285610204102871357e-01,3.043238326571909180e+00,-2.588639515212384085e-02,-1.420806084158990623e-01,3.020383528002529072e+00,-2.363040924467840059e-02,-1.502343254730890698e-01,2.991527318458055973e+00,-2.037955711635213232e-02,-1.537165029037660946e-01,2.948746288952234007e+00,-1.468639989279002175e-02,-1.520712879562263198e-01,2.863615271347497604e+00,-3.065996965384476872e-03,-1.395981633928441434e-01,2.619927382244095160e+00,2.561345689629719244e-03,-1.080858739766287109e-02,1.224312974684301114e+00
-2.537617773536102531e-02,-1.249755404013826003e-02,1.631619133434315749e+00,-4.951487149489280926e-02,-4.775398902898136955e-02,3.260994288468939128e+00,-4.691131001654024607e-02,-8.598666242726361875e-02,3.245752279735709678e+00,-4.418869109933473011e-02,-1.144316483165031262e-01,3.214644539012379898e+00,-4.150359385767472820e-02,-1.345890657243037081e-01,3.178279720098713401e+00,-3.880960295893461781e-02,-1.480428847549210558e-01,3.142516905618961243e+00,-3.588515601191399201e-02,-1.560223154796064604e-01,3.104713734102185541e+00,-3.214529513488097873e-02,-1.591591670117362134e-01,3.053074407547545999e+00,-2.604953550092152514e-02,-1.569710508077754585e-01,2.957066303219250791e+00,-1.347202670772077587e-02,-1.436985649394713349e-01,2.698641567955291976e+00,-2.284428205821528030e-03,-8.899884421109224147e-03,1.259591164669163543e+00
-3.527066148380438027e-02,-1.359141210919256187e-02,1.736341552476243777e+00,-6.888374319556223035e-02,-5.117192272747136950e-02,3.465529679115824990e+00,-6.518183773377955736e-02,-9.171517398641229613e-02,3.438272648440992008e+00,-6.104677775855298777e-02,-1.213840947442996754e-01,3.391969474649286997e+00,-5.701908002034100642e-02,-1.418969534781384934e-01,3.338279944287277701e+00,-5.326858379830999579e-02,-1.550975789572703878e-01,3.284331637954711169e+00,-4.952324835672967940e-02,-1.625723935102315887e-01,3.230702322438057994e+00,-4.504750178357772028e-02,-1.651620847640314915e-01,3.166455117604240144e+00,-3.816295459926064698e-02,-1.622987782798366585e-01,3.057205642746418928e+00,-2.422539714799540680e-02,-1.479530956416177934e-01,2.779184833127855025e+00,-7.214946235716755002e-03,-6.714439221664022205e-03,1.294086688087069170e+00
-4.698953122409339767e-02,-1.483713376349208440e-02,1.852027481585007518e+00,-9.168444301850620093e-02,-5.513997093795298260e-02,3.693222070184866368e+00,-8.640262378980098634e-02,-9.839639992919489708e-02,3.655066250868406641e+00,-8.031681011002192450e-02,-1.294975799788190274e-01,3.592655332273483104e+00,-7.436078652165714620e-02,-1.504681938535567531e-01,3.520877143936384179e+00,-6.897711380024336425e-02,-1.634026311463424308e-01,3.447256327138330967e+00,-6.404150261714629255e-02,-1.700334176103186212e-01,3.370809531560187366e+00,-5.870051732841041758e-02,-1.714384719496134801e-01,3.281978350841280534e+00,-5.085384167765721192e-02,-1.674165456404950181e-01,3.150733791295067032e+00,-3.508573460922116694e-02,-1.519976736156906649e-01,2.853546302256954270e+00,-1.204232808579351263e-02,-4.281659108340505129e-03,1.326837218179090394e+00
-6.050654917197276217e-02,-1.620528665895430362e-02,1.974804299003513064e+00,-1.179805212141417925e-01,-5.956611678754927114e-02,3.936033435146194748e+00,-1.108310831431710136e-01,-1.059080894781726512e-01,3.889184246303064363e+00,-1.023912500108698775e-01,-1.386545152608163467e-01,3.811179150435017426e+00,-9.407862191001199748e-02,-1.599982003188464841e-01,3.716931060447307367e+00,-8.655143396250178367e-02,-1.723687888032790771e-01,3.616718063207384315e+00,-7.968950426957241429e-02,-1.779284359425195583e-01,3.513294871979227629e+00,-7.261082211402250519e-02,-1.780253542944761902e-01,3.398275207362333905e+00,-6.314180729665486158e-02,-1.725557607811513683e-01,3.240459758657486589e+00,-4.537582348150029365e-02,-1.554627554564133318e-01,2.913848280950925851e+00,-1.661715223828637289e-02,-1.748319127612300850e-03,1.349297741016213914e+00
-7.559345202339368130e-02,-1.765884147967759776e-02,2.101193563621186922e+00,-1.473435780451745891e-01,-6.434426988216739030e-02,4.186093724624098122e+00,-1.381028822900867703e-01,-1.139869166927889726e-01,4.129660102357108009e+00,-1.268854210217050249e-01,-1.484578160655673218e-01,4.034435626166544608e+00,-1.155637618902176367e-01,-1.701964028978455723e-01,3.917019152307267049e+00,-1.051337845822885170e-01,-1.819556562780980380e-01,3.789401793095633852e+00,-9.564478273076522374e-02,-1.862692150229323385e-01,3.656331624782052980e+00,-8.621432285941300899e-02,-1.847881375256009151e-01,3.510887132945736511e+00,-7.456245242503052595e-02,-1.775057764218599121e-01,3.320440438586379273e+00,-5.442101029723876021e-02,-1.582265526463386696e-01,2.955893739298665057e+00,-2.051735624185935247e-02,3.962064082897896397e-04,1.360090644990324726e+00
